customer_id,favorite_food,average_order_value,coupon_sensitivity,discount,conversion_probability,accepted
2,Burgers,350.0,0.59,10,0.4806,1
2,Burgers,350.0,0.59,50,0.9,1
2,Burgers,350.0,0.59,20,0.6182,1
2,Burgers,350.0,0.59,30,0.7325,1
2,Burgers,350.0,0.59,20,0.6182,0
2,Burgers,350.0,0.59,50,0.9,1
2,Burgers,350.0,0.59,50,0.9,1
2,Burgers,350.0,0.59,40,0.834,1
2,Burgers,350.0,0.59,20,0.6182,0
2,Burgers,350.0,0.59,40,0.834,1
2,Burgers,350.0,0.59,40,0.834,1
2,Burgers,350.0,0.59,0,0.239,0
2,Burgers,350.0,0.59,50,0.9,1
2,Burgers,350.0,0.59,30,0.7325,1
2,Burgers,350.0,0.59,0,0.239,0
2,Burgers,350.0,0.59,20,0.6182,1
2,Burgers,350.0,0.59,10,0.4806,1
2,Burgers,350.0,0.59,10,0.4806,1
2,Burgers,350.0,0.59,30,0.7325,1
3,North Indian,470.0,0.14,50,0.4132,0
3,North Indian,470.0,0.14,30,0.3513,1
3,North Indian,470.0,0.14,40,0.3836,1
3,North Indian,470.0,0.14,50,0.4132,0
3,North Indian,470.0,0.14,10,0.271,1
3,North Indian,470.0,0.14,30,0.3513,1
3,North Indian,470.0,0.14,0,0.194,0
3,North Indian,470.0,0.14,50,0.4132,0
3,North Indian,470.0,0.14,0,0.194,0
3,North Indian,470.0,0.14,40,0.3836,0
3,North Indian,470.0,0.14,50,0.4132,1
3,North Indian,470.0,0.14,20,0.3148,1
3,North Indian,470.0,0.14,40,0.3836,1
3,North Indian,470.0,0.14,20,0.3148,0
3,North Indian,470.0,0.14,20,0.3148,0
3,North Indian,470.0,0.14,20,0.3148,0
3,North Indian,470.0,0.14,20,0.3148,1
3,North Indian,470.0,0.14,0,0.194,1
3,North Indian,470.0,0.14,20,0.3148,0
3,North Indian,470.0,0.14,50,0.4132,1
3,North Indian,470.0,0.14,30,0.3513,0
3,North Indian,470.0,0.14,40,0.3836,0
3,North Indian,470.0,0.14,0,0.194,0
3,North Indian,470.0,0.14,50,0.4132,0
3,North Indian,470.0,0.14,0,0.194,1
3,North Indian,470.0,0.14,30,0.3513,0
3,North Indian,470.0,0.14,50,0.4132,0
3,North Indian,470.0,0.14,10,0.271,1
3,North Indian,470.0,0.14,50,0.4132,0
3,North Indian,470.0,0.14,30,0.3513,0
4,Pizza,451.0,0.18,30,0.3824,1
4,Pizza,451.0,0.18,40,0.4203,1
4,Pizza,451.0,0.18,30,0.3824,1
4,Pizza,451.0,0.18,10,0.2883,0
4,Pizza,451.0,0.18,40,0.4203,1
4,Pizza,451.0,0.18,40,0.4203,0
4,Pizza,451.0,0.18,10,0.2883,0
4,Pizza,451.0,0.18,20,0.3397,0
4,Pizza,451.0,0.18,20,0.3397,1
4,Pizza,451.0,0.18,0,0.198,1
4,Pizza,451.0,0.18,0,0.198,0
4,Pizza,451.0,0.18,20,0.3397,0
4,Pizza,451.0,0.18,20,0.3397,1
4,Pizza,451.0,0.18,50,0.455,0
4,Pizza,451.0,0.18,30,0.3824,0
4,Pizza,451.0,0.18,30,0.3824,1
4,Pizza,451.0,0.18,50,0.455,1
4,Pizza,451.0,0.18,20,0.3397,0
4,Pizza,451.0,0.18,20,0.3397,0
4,Pizza,451.0,0.18,20,0.3397,0
4,Pizza,451.0,0.18,50,0.455,0
4,Pizza,451.0,0.18,10,0.2883,0
4,Pizza,451.0,0.18,10,0.2883,0
4,Pizza,451.0,0.18,20,0.3397,0
4,Pizza,451.0,0.18,50,0.455,1
4,Pizza,451.0,0.18,10,0.2883,0
4,Pizza,451.0,0.18,0,0.198,0
4,Pizza,451.0,0.18,0,0.198,0
4,Pizza,451.0,0.18,30,0.3824,0
4,Pizza,451.0,0.18,0,0.198,0
5,North Indian,344.0,0.15,40,0.4354,1
5,North Indian,344.0,0.15,20,0.3482,1
5,North Indian,344.0,0.15,10,0.2927,0
5,North Indian,344.0,0.15,0,0.195,0
5,North Indian,344.0,0.15,30,0.3944,1
5,North Indian,344.0,0.15,30,0.3944,1
5,North Indian,344.0,0.15,40,0.4354,0
5,North Indian,344.0,0.15,30,0.3944,1
5,North Indian,344.0,0.15,50,0.473,1
5,North Indian,344.0,0.15,50,0.473,0
5,North Indian,344.0,0.15,30,0.3944,0
5,North Indian,344.0,0.15,20,0.3482,0
5,North Indian,344.0,0.15,50,0.473,1
5,North Indian,344.0,0.15,30,0.3944,0
5,North Indian,344.0,0.15,30,0.3944,1
5,North Indian,344.0,0.15,0,0.195,0
5,North Indian,344.0,0.15,0,0.195,0
5,North Indian,344.0,0.15,0,0.195,0
5,North Indian,344.0,0.15,0,0.195,0
5,North Indian,344.0,0.15,20,0.3482,1
5,North Indian,344.0,0.15,20,0.3482,0
5,North Indian,344.0,0.15,30,0.3944,1
5,North Indian,344.0,0.15,0,0.195,0
5,North Indian,344.0,0.15,50,0.473,0
5,North Indian,344.0,0.15,30,0.3944,1
5,North Indian,344.0,0.15,10,0.2927,0
5,North Indian,344.0,0.15,0,0.195,0
5,North Indian,344.0,0.15,0,0.195,1
5,North Indian,344.0,0.15,50,0.473,0
5,North Indian,344.0,0.15,50,0.473,0
6,Burgers,276.0,0.39,50,0.8026,1
6,Burgers,276.0,0.39,10,0.424,1
6,Burgers,276.0,0.39,40,0.7238,0
6,Burgers,276.0,0.39,40,0.7238,1
6,Burgers,276.0,0.39,20,0.5407,0
6,Burgers,276.0,0.39,30,0.6377,1
6,Burgers,276.0,0.39,30,0.6377,1
6,Burgers,276.0,0.39,20,0.5407,1
6,Burgers,276.0,0.39,50,0.8026,1
6,Burgers,276.0,0.39,40,0.7238,1
6,Burgers,276.0,0.39,50,0.8026,1
6,Burgers,276.0,0.39,0,0.219,0
6,Burgers,276.0,0.39,10,0.424,0
6,Burgers,276.0,0.39,40,0.7238,1
6,Burgers,276.0,0.39,30,0.6377,0
6,Burgers,276.0,0.39,30,0.6377,0
6,Burgers,276.0,0.39,10,0.424,0
6,Burgers,276.0,0.39,10,0.424,1
6,Burgers,276.0,0.39,40,0.7238,0
6,Burgers,276.0,0.39,20,0.5407,1
6,Burgers,276.0,0.39,0,0.219,0
6,Burgers,276.0,0.39,50,0.8026,1
6,Burgers,276.0,0.39,0,0.219,0
6,Burgers,276.0,0.39,0,0.219,0
6,Burgers,276.0,0.39,30,0.6377,1
6,Burgers,276.0,0.39,0,0.219,0
6,Burgers,276.0,0.39,30,0.6377,1
6,Burgers,276.0,0.39,30,0.6377,1
6,Burgers,276.0,0.39,40,0.7238,0
6,Burgers,276.0,0.39,0,0.219,0
7,South Indian,341.0,0.58,50,0.9,1
7,South Indian,341.0,0.58,30,0.7331,1
7,South Indian,341.0,0.58,50,0.9,1
7,South Indian,341.0,0.58,30,0.7331,0
7,South Indian,341.0,0.58,40,0.8349,1
7,South Indian,341.0,0.58,0,0.238,0
7,South Indian,341.0,0.58,30,0.7331,1
7,South Indian,341.0,0.58,40,0.8349,1
7,South Indian,341.0,0.58,20,0.6184,0
7,South Indian,341.0,0.58,40,0.8349,1
7,South Indian,341.0,0.58,40,0.8349,1
7,South Indian,341.0,0.58,10,0.4804,1
7,South Indian,341.0,0.58,40,0.8349,0
7,South Indian,341.0,0.58,20,0.6184,0
7,South Indian,341.0,0.58,50,0.9,1
7,South Indian,341.0,0.58,0,0.238,0
7,South Indian,341.0,0.58,50,0.9,1
7,South Indian,341.0,0.58,0,0.238,1
7,South Indian,341.0,0.58,50,0.9,1
7,South Indian,341.0,0.58,10,0.4804,0
7,South Indian,341.0,0.58,30,0.7331,1
7,South Indian,341.0,0.58,50,0.9,1
7,South Indian,341.0,0.58,50,0.9,1
7,South Indian,341.0,0.58,40,0.8349,1
7,South Indian,341.0,0.58,30,0.7331,1
7,South Indian,341.0,0.58,40,0.8349,0
7,South Indian,341.0,0.58,50,0.9,1
7,South Indian,341.0,0.58,40,0.8349,1
7,South Indian,341.0,0.58,50,0.9,1
7,South Indian,341.0,0.58,50,0.9,1
8,South Indian,264.0,0.55,10,0.5094,1
8,South Indian,264.0,0.55,30,0.7954,1
8,South Indian,264.0,0.55,30,0.7954,1
8,South Indian,264.0,0.55,40,0.9,1
8,South Indian,264.0,0.55,40,0.9,1
8,South Indian,264.0,0.55,0,0.235,0
8,South Indian,264.0,0.55,0,0.235,0
8,South Indian,264.0,0.55,20,0.6656,1
8,South Indian,264.0,0.55,40,0.9,1
8,South Indian,264.0,0.55,20,0.6656,1
8,South Indian,264.0,0.55,10,0.5094,0
8,South Indian,264.0,0.55,20,0.6656,1
8,South Indian,264.0,0.55,50,0.9,1
8,South Indian,264.0,0.55,50,0.9,1
8,South Indian,264.0,0.55,40,0.9,1
8,South Indian,264.0,0.55,10,0.5094,0
8,South Indian,264.0,0.55,10,0.5094,1
8,South Indian,264.0,0.55,50,0.9,1
8,South Indian,264.0,0.55,40,0.9,0
8,South Indian,264.0,0.55,20,0.6656,1
8,South Indian,264.0,0.55,40,0.9,1
8,South Indian,264.0,0.55,30,0.7954,1
8,South Indian,264.0,0.55,30,0.7954,1
8,South Indian,264.0,0.55,40,0.9,1
8,South Indian,264.0,0.55,30,0.7954,1
8,South Indian,264.0,0.55,20,0.6656,0
8,South Indian,264.0,0.55,0,0.235,0
8,South Indian,264.0,0.55,10,0.5094,0
8,South Indian,264.0,0.55,30,0.7954,0
8,South Indian,264.0,0.55,30,0.7954,1
9,Biryani,281.0,0.18,50,0.5475,1
9,Biryani,281.0,0.18,0,0.198,0
9,Biryani,281.0,0.18,10,0.3208,1
9,Biryani,281.0,0.18,10,0.3208,1
9,Biryani,281.0,0.18,0,0.198,0
9,Biryani,281.0,0.18,0,0.198,0
9,Biryani,281.0,0.18,40,0.5003,0
9,Biryani,281.0,0.18,40,0.5003,0
9,Biryani,281.0,0.18,50,0.5475,0
9,Biryani,281.0,0.18,30,0.4488,0
9,Biryani,281.0,0.18,10,0.3208,1
9,Biryani,281.0,0.18,30,0.4488,1
9,Biryani,281.0,0.18,50,0.5475,0
9,Biryani,281.0,0.18,20,0.3907,0
9,Biryani,281.0,0.18,50,0.5475,1
9,Biryani,281.0,0.18,30,0.4488,0
9,Biryani,281.0,0.18,20,0.3907,0
9,Biryani,281.0,0.18,10,0.3208,0
9,Biryani,281.0,0.18,20,0.3907,0
9,Biryani,281.0,0.18,30,0.4488,0
9,Biryani,281.0,0.18,30,0.4488,0
9,Biryani,281.0,0.18,40,0.5003,1
9,Biryani,281.0,0.18,40,0.5003,1
9,Biryani,281.0,0.18,20,0.3907,0
9,Biryani,281.0,0.18,0,0.198,0
9,Biryani,281.0,0.18,30,0.4488,0
9,Biryani,281.0,0.18,40,0.5003,0
9,Biryani,281.0,0.18,40,0.5003,0
9,Biryani,281.0,0.18,0,0.198,0
9,Biryani,281.0,0.18,50,0.5475,0
10,North Indian,432.0,0.25,20,0.3823,0
10,North Indian,432.0,0.25,20,0.3823,0
10,North Indian,432.0,0.25,0,0.205,0
10,North Indian,432.0,0.25,40,0.4832,1
10,North Indian,432.0,0.25,40,0.4832,0
10,North Indian,432.0,0.25,0,0.205,0
10,North Indian,432.0,0.25,50,0.5266,1
10,North Indian,432.0,0.25,20,0.3823,1
10,North Indian,432.0,0.25,50,0.5266,1
10,North Indian,432.0,0.25,40,0.4832,1
10,North Indian,432.0,0.25,20,0.3823,0
10,North Indian,432.0,0.25,10,0.318,0
10,North Indian,432.0,0.25,40,0.4832,0
10,North Indian,432.0,0.25,0,0.205,1
10,North Indian,432.0,0.25,50,0.5266,1
10,North Indian,432.0,0.25,0,0.205,0
10,North Indian,432.0,0.25,30,0.4357,1
10,North Indian,432.0,0.25,30,0.4357,0
10,North Indian,432.0,0.25,10,0.318,0
10,North Indian,432.0,0.25,30,0.4357,0
10,North Indian,432.0,0.25,40,0.4832,1
10,North Indian,432.0,0.25,10,0.318,0
10,North Indian,432.0,0.25,0,0.205,0
10,North Indian,432.0,0.25,20,0.3823,0
10,North Indian,432.0,0.25,50,0.5266,0
10,North Indian,432.0,0.25,50,0.5266,0
10,North Indian,432.0,0.25,20,0.3823,0
10,North Indian,432.0,0.25,40,0.4832,0
10,North Indian,432.0,0.25,20,0.3823,1
10,North Indian,432.0,0.25,50,0.5266,1
11,Biryani,283.0,0.22,20,0.4175,1
11,Biryani,283.0,0.22,20,0.4175,0
11,Biryani,283.0,0.22,40,0.5402,0
11,Biryani,283.0,0.22,30,0.4825,1
11,Biryani,283.0,0.22,50,0.593,1
11,Biryani,283.0,0.22,30,0.4825,1
11,Biryani,283.0,0.22,20,0.4175,0
11,Biryani,283.0,0.22,30,0.4825,1
11,Biryani,283.0,0.22,20,0.4175,1
11,Biryani,283.0,0.22,50,0.593,0
11,Biryani,283.0,0.22,50,0.593,1
11,Biryani,283.0,0.22,50,0.593,0
11,Biryani,283.0,0.22,30,0.4825,1
11,Biryani,283.0,0.22,30,0.4825,0
11,Biryani,283.0,0.22,0,0.202,0
11,Biryani,283.0,0.22,40,0.5402,0
11,Biryani,283.0,0.22,0,0.202,0
11,Biryani,283.0,0.22,50,0.593,0
11,Biryani,283.0,0.22,40,0.5402,0
11,Biryani,283.0,0.22,30,0.4825,0
11,Biryani,283.0,0.22,40,0.5402,1
11,Biryani,283.0,0.22,20,0.4175,0
11,Biryani,283.0,0.22,40,0.5402,0
11,Biryani,283.0,0.22,30,0.4825,0
11,Biryani,283.0,0.22,40,0.5402,1
11,Biryani,283.0,0.22,0,0.202,0
11,Biryani,283.0,0.22,10,0.3394,1
11,Biryani,283.0,0.22,50,0.593,0
11,Biryani,283.0,0.22,10,0.3394,0
11,Biryani,283.0,0.22,30,0.4825,1
12,Pizza,563.0,0.33,10,0.3275,0
12,Pizza,563.0,0.33,0,0.213,0
12,Pizza,563.0,0.33,40,0.4949,1
12,Pizza,563.0,0.33,40,0.4949,0
12,Pizza,563.0,0.33,10,0.3275,0
12,Pizza,563.0,0.33,40,0.4949,0
12,Pizza,563.0,0.33,0,0.213,0
12,Pizza,563.0,0.33,40,0.4949,0
12,Pizza,563.0,0.33,50,0.5389,1
12,Pizza,563.0,0.33,40,0.4949,1
12,Pizza,563.0,0.33,10,0.3275,0
12,Pizza,563.0,0.33,50,0.5389,0
12,Pizza,563.0,0.33,0,0.213,0
12,Pizza,563.0,0.33,50,0.5389,0
12,Pizza,563.0,0.33,20,0.3926,0
12,Pizza,563.0,0.33,0,0.213,0
12,Pizza,563.0,0.33,0,0.213,0
12,Pizza,563.0,0.33,20,0.3926,1
12,Pizza,563.0,0.33,0,0.213,0
12,Pizza,563.0,0.33,30,0.4468,1
12,Pizza,563.0,0.33,10,0.3275,0
12,Pizza,563.0,0.33,50,0.5389,1
12,Pizza,563.0,0.33,40,0.4949,0
12,Pizza,563.0,0.33,0,0.213,0
12,Pizza,563.0,0.33,40,0.4949,0
12,Pizza,563.0,0.33,30,0.4468,1
12,Pizza,563.0,0.33,50,0.5389,0
12,Pizza,563.0,0.33,0,0.213,0
12,Pizza,563.0,0.33,0,0.213,0
12,Pizza,563.0,0.33,10,0.3275,0
13,Chinese,380.0,0.37,0,0.217,0
13,Chinese,380.0,0.37,30,0.5444,1
13,Chinese,380.0,0.37,40,0.6117,0
13,Chinese,380.0,0.37,10,0.3773,1
13,Chinese,380.0,0.37,50,0.6733,1
13,Chinese,380.0,0.37,40,0.6117,1
13,Chinese,380.0,0.37,50,0.6733,1
13,Chinese,380.0,0.37,10,0.3773,0
13,Chinese,380.0,0.37,10,0.3773,1
13,Chinese,380.0,0.37,30,0.5444,1
13,Chinese,380.0,0.37,40,0.6117,1
13,Chinese,380.0,0.37,10,0.3773,1
13,Chinese,380.0,0.37,20,0.4685,1
13,Chinese,380.0,0.37,40,0.6117,0
13,Chinese,380.0,0.37,0,0.217,0
13,Chinese,380.0,0.37,30,0.5444,0
13,Chinese,380.0,0.37,10,0.3773,0
13,Chinese,380.0,0.37,10,0.3773,1
13,Chinese,380.0,0.37,30,0.5444,0
13,Chinese,380.0,0.37,40,0.6117,1
13,Chinese,380.0,0.37,50,0.6733,1
13,Chinese,380.0,0.37,0,0.217,0
13,Chinese,380.0,0.37,0,0.217,0
13,Chinese,380.0,0.37,0,0.217,1
13,Chinese,380.0,0.37,10,0.3773,0
13,Chinese,380.0,0.37,0,0.217,0
13,Chinese,380.0,0.37,40,0.6117,1
13,Chinese,380.0,0.37,0,0.217,0
13,Chinese,380.0,0.37,30,0.5444,0
13,Chinese,380.0,0.37,0,0.217,0
14,Pizza,374.0,0.19,50,0.4982,0
14,Pizza,374.0,0.19,20,0.364,1
14,Pizza,374.0,0.19,0,0.199,1
14,Pizza,374.0,0.19,10,0.3041,1
14,Pizza,374.0,0.19,30,0.4137,0
14,Pizza,374.0,0.19,50,0.4982,0
14,Pizza,374.0,0.19,30,0.4137,1
14,Pizza,374.0,0.19,30,0.4137,1
14,Pizza,374.0,0.19,30,0.4137,0
14,Pizza,374.0,0.19,30,0.4137,0
14,Pizza,374.0,0.19,10,0.3041,0
14,Pizza,374.0,0.19,0,0.199,0
14,Pizza,374.0,0.19,0,0.199,1
14,Pizza,374.0,0.19,0,0.199,0
14,Pizza,374.0,0.19,40,0.4578,0
14,Pizza,374.0,0.19,50,0.4982,0
14,Pizza,374.0,0.19,20,0.364,0
14,Pizza,374.0,0.19,20,0.364,0
14,Pizza,374.0,0.19,0,0.199,0
14,Pizza,374.0,0.19,50,0.4982,1
14,Pizza,374.0,0.19,10,0.3041,0
14,Pizza,374.0,0.19,10,0.3041,0
14,Pizza,374.0,0.19,10,0.3041,0
14,Pizza,374.0,0.19,0,0.199,0
14,Pizza,374.0,0.19,0,0.199,0
14,Pizza,374.0,0.19,40,0.4578,0
14,Pizza,374.0,0.19,50,0.4982,1
14,Pizza,374.0,0.19,30,0.4137,0
14,Pizza,374.0,0.19,40,0.4578,0
14,Pizza,374.0,0.19,40,0.4578,0
15,South Indian,248.0,0.91,40,0.9,1
15,South Indian,248.0,0.91,20,0.9,1
15,South Indian,248.0,0.91,0,0.271,1
15,South Indian,248.0,0.91,10,0.7053,1
15,South Indian,248.0,0.91,50,0.9,1
15,South Indian,248.0,0.91,20,0.9,1
15,South Indian,248.0,0.91,20,0.9,1
15,South Indian,248.0,0.91,50,0.9,1
15,South Indian,248.0,0.91,10,0.7053,0
15,South Indian,248.0,0.91,30,0.9,1
15,South Indian,248.0,0.91,20,0.9,1
15,South Indian,248.0,0.91,10,0.7053,1
15,South Indian,248.0,0.91,40,0.9,0
15,South Indian,248.0,0.91,30,0.9,1
15,South Indian,248.0,0.91,30,0.9,1
15,South Indian,248.0,0.91,30,0.9,1
15,South Indian,248.0,0.91,0,0.271,0
15,South Indian,248.0,0.91,50,0.9,1
15,South Indian,248.0,0.91,50,0.9,1
15,South Indian,248.0,0.91,20,0.9,1
15,South Indian,248.0,0.91,30,0.9,1
15,South Indian,248.0,0.91,0,0.271,0
15,South Indian,248.0,0.91,0,0.271,1
15,South Indian,248.0,0.91,30,0.9,0
15,South Indian,248.0,0.91,40,0.9,1
15,South Indian,248.0,0.91,30,0.9,0
15,South Indian,248.0,0.91,40,0.9,1
15,South Indian,248.0,0.91,50,0.9,1
15,South Indian,248.0,0.91,30,0.9,1
15,South Indian,248.0,0.91,10,0.7053,1
16,Pizza,522.0,0.16,50,0.4152,1
16,Pizza,522.0,0.16,20,0.3168,0
16,Pizza,522.0,0.16,40,0.3856,1
16,Pizza,522.0,0.16,20,0.3168,0
16,Pizza,522.0,0.16,30,0.3533,0
16,Pizza,522.0,0.16,0,0.196,0
16,Pizza,522.0,0.16,10,0.273,0
16,Pizza,522.0,0.16,0,0.196,0
16,Pizza,522.0,0.16,0,0.196,0
16,Pizza,522.0,0.16,10,0.273,1
16,Pizza,522.0,0.16,40,0.3856,1
16,Pizza,522.0,0.16,20,0.3168,0
16,Pizza,522.0,0.16,10,0.273,0
16,Pizza,522.0,0.16,30,0.3533,0
16,Pizza,522.0,0.16,30,0.3533,0
16,Pizza,522.0,0.16,30,0.3533,0
16,Pizza,522.0,0.16,30,0.3533,1
16,Pizza,522.0,0.16,10,0.273,0
16,Pizza,522.0,0.16,20,0.3168,0
16,Pizza,522.0,0.16,0,0.196,0
16,Pizza,522.0,0.16,20,0.3168,0
16,Pizza,522.0,0.16,20,0.3168,1
16,Pizza,522.0,0.16,30,0.3533,0
16,Pizza,522.0,0.16,40,0.3856,1
16,Pizza,522.0,0.16,50,0.4152,0
16,Pizza,522.0,0.16,10,0.273,1
16,Pizza,522.0,0.16,10,0.273,1
16,Pizza,522.0,0.16,20,0.3168,0
16,Pizza,522.0,0.16,50,0.4152,1
16,Pizza,522.0,0.16,20,0.3168,1
17,Chinese,413.0,0.44,50,0.7153,1
17,Chinese,413.0,0.44,30,0.5765,0
17,Chinese,413.0,0.44,30,0.5765,1
17,Chinese,413.0,0.44,30,0.5765,1
17,Chinese,413.0,0.44,50,0.7153,1
17,Chinese,413.0,0.44,20,0.4948,0
17,Chinese,413.0,0.44,30,0.5765,1
17,Chinese,413.0,0.44,20,0.4948,0
17,Chinese,413.0,0.44,50,0.7153,1
17,Chinese,413.0,0.44,50,0.7153,0
17,Chinese,413.0,0.44,40,0.6489,0
17,Chinese,413.0,0.44,10,0.3966,1
17,Chinese,413.0,0.44,0,0.224,0
17,Chinese,413.0,0.44,50,0.7153,1
17,Chinese,413.0,0.44,30,0.5765,1
17,Chinese,413.0,0.44,0,0.224,0
17,Chinese,413.0,0.44,40,0.6489,1
17,Chinese,413.0,0.44,50,0.7153,0
17,Chinese,413.0,0.44,50,0.7153,0
17,Chinese,413.0,0.44,30,0.5765,1
17,Chinese,413.0,0.44,0,0.224,0
17,Chinese,413.0,0.44,10,0.3966,1
17,Chinese,413.0,0.44,50,0.7153,1
17,Chinese,413.0,0.44,50,0.7153,1
17,Chinese,413.0,0.44,10,0.3966,0
17,Chinese,413.0,0.44,10,0.3966,1
17,Chinese,413.0,0.44,0,0.224,0
17,Chinese,413.0,0.44,50,0.7153,0
17,Chinese,413.0,0.44,0,0.224,0
17,Chinese,413.0,0.44,30,0.5765,1
18,South Indian,179.0,0.68,30,0.9,0
18,South Indian,179.0,0.68,30,0.9,1
18,South Indian,179.0,0.68,0,0.248,0
18,South Indian,179.0,0.68,20,0.9,1
18,South Indian,179.0,0.68,40,0.9,1
18,South Indian,179.0,0.68,20,0.9,1
18,South Indian,179.0,0.68,40,0.9,1
18,South Indian,179.0,0.68,50,0.9,1
18,South Indian,179.0,0.68,0,0.248,1
18,South Indian,179.0,0.68,20,0.9,1
18,South Indian,179.0,0.68,10,0.6675,0
18,South Indian,179.0,0.68,30,0.9,1
18,South Indian,179.0,0.68,20,0.9,1
18,South Indian,179.0,0.68,10,0.6675,1
18,South Indian,179.0,0.68,0,0.248,1
18,South Indian,179.0,0.68,40,0.9,1
18,South Indian,179.0,0.68,40,0.9,1
18,South Indian,179.0,0.68,0,0.248,0
18,South Indian,179.0,0.68,0,0.248,1
18,South Indian,179.0,0.68,50,0.9,1
18,South Indian,179.0,0.68,20,0.9,1
18,South Indian,179.0,0.68,50,0.9,1
18,South Indian,179.0,0.68,30,0.9,1
18,South Indian,179.0,0.68,50,0.9,1
18,South Indian,179.0,0.68,50,0.9,1
18,South Indian,179.0,0.68,10,0.6675,1
18,South Indian,179.0,0.68,20,0.9,1
18,South Indian,179.0,0.68,20,0.9,1
18,South Indian,179.0,0.68,30,0.9,0
18,South Indian,179.0,0.68,50,0.9,1
19,Burgers,364.0,0.35,0,0.215,1
19,Burgers,364.0,0.35,50,0.6659,1
19,Burgers,364.0,0.35,0,0.215,0
19,Burgers,364.0,0.35,10,0.3734,1
19,Burgers,364.0,0.35,0,0.215,0
19,Burgers,364.0,0.35,20,0.4636,0
19,Burgers,364.0,0.35,10,0.3734,0
19,Burgers,364.0,0.35,20,0.4636,0
19,Burgers,364.0,0.35,40,0.6051,0
19,Burgers,364.0,0.35,0,0.215,0
19,Burgers,364.0,0.35,20,0.4636,1
19,Burgers,364.0,0.35,30,0.5385,0
19,Burgers,364.0,0.35,50,0.6659,1
19,Burgers,364.0,0.35,0,0.215,0
19,Burgers,364.0,0.35,10,0.3734,0
19,Burgers,364.0,0.35,50,0.6659,0
19,Burgers,364.0,0.35,10,0.3734,1
19,Burgers,364.0,0.35,40,0.6051,0
19,Burgers,364.0,0.35,20,0.4636,0
19,Burgers,364.0,0.35,20,0.4636,0
19,Burgers,364.0,0.35,30,0.5385,1
19,Burgers,364.0,0.35,20,0.4636,0
19,Burgers,364.0,0.35,30,0.5385,1
19,Burgers,364.0,0.35,10,0.3734,0
19,Burgers,364.0,0.35,0,0.215,0
19,Burgers,364.0,0.35,30,0.5385,1
19,Burgers,364.0,0.35,10,0.3734,1
19,Burgers,364.0,0.35,10,0.3734,1
19,Burgers,364.0,0.35,20,0.4636,0
19,Burgers,364.0,0.35,20,0.4636,1
20,Biryani,323.0,0.26,0,0.206,1
20,Biryani,323.0,0.26,20,0.4256,0
20,Biryani,323.0,0.26,0,0.206,0
20,Biryani,323.0,0.26,20,0.4256,0
20,Biryani,323.0,0.26,20,0.4256,0
20,Biryani,323.0,0.26,20,0.4256,1
20,Biryani,323.0,0.26,50,0.6044,0
20,Biryani,323.0,0.26,30,0.4918,0
20,Biryani,323.0,0.26,20,0.4256,0
20,Biryani,323.0,0.26,0,0.206,0
20,Biryani,323.0,0.26,50,0.6044,0
20,Biryani,323.0,0.26,0,0.206,0
20,Biryani,323.0,0.26,10,0.3459,1
20,Biryani,323.0,0.26,40,0.5506,1
20,Biryani,323.0,0.26,30,0.4918,0
20,Biryani,323.0,0.26,0,0.206,1
20,Biryani,323.0,0.26,40,0.5506,0
20,Biryani,323.0,0.26,0,0.206,0
20,Biryani,323.0,0.26,0,0.206,0
